	place	material	descriptor	emotion	color	smell	geography	sound
lion	0	0	0	0	1	0	0	0
liver	0	0	0	0	1	0	0	0
lust	0	0	0	0	1	0	0	0
msu green	0	0	0	0	1	0	0	0
macaroni and cheese	0	0	0	0	1	0	0	0
magenta	0	0	0	0	1	0	0	0
magic mint	0	0	0	0	1	0	0	0
magnolia	0	0	0	0	1	0	0	0
mahogany	0	0	0	0	1	0	0	0
maize	0	0	0	0	1	0	0	0
majorelle blue	0	0	0	0	1	0	0	0
malachite	0	0	0	0	1	0	0	0
manatee	0	0	0	0	1	0	0	0
mango tango	0	0	0	0	1	0	0	0
mantis	0	0	0	0	1	0	0	0
maroon	0	0	0	0	1	0	0	0
mauve	0	0	0	0	1	0	0	0
mauve taupe	0	0	0	0	1	0	0	0
mauvelous	0	0	0	0	1	0	0	0
maya blue	0	0	0	0	1	0	0	0
meat brown	0	0	0	0	1	0	0	0
medium persian blue	0	0	0	0	1	0	0	0
medium aquamarine	0	0	0	0	1	0	0	0
medium blue	0	0	0	0	1	0	0	0
medium candy apple red	0	0	0	0	1	0	0	0
medium carmine	0	0	0	0	1	0	0	0
medium champagne	0	0	0	0	1	0	0	0
medium electric blue	0	0	0	0	1	0	0	0
medium jungle green	0	0	0	0	1	0	0	0
medium lavender magenta	0	0	0	0	1	0	0	0
medium orchid	0	0	0	0	1	0	0	0
medium purple	0	0	0	0	1	0	0	0
medium red violet	0	0	0	0	1	0	0	0
medium sea green	0	0	0	0	1	0	0	0
medium slate blue	0	0	0	0	1	0	0	0
medium spring bud	0	0	0	0	1	0	0	0
medium spring green	0	0	0	0	1	0	0	0
medium taupe	0	0	0	0	1	0	0	0
medium teal blue	0	0	0	0	1	0	0	0
medium turquoise	0	0	0	0	1	0	0	0
medium violet red	0	0	0	0	1	0	0	0
melon	0	0	0	0	1	0	0	0
midnight blue	0	0	0	0	1	0	0	0
midnight green	0	0	0	0	1	0	0	0
mikado yellow	0	0	0	0	1	0	0	0
mint	0	0	0	0	1	0	0	0
mint cream	0	0	0	0	1	0	0	0
mint green	0	0	0	0	1	0	0	0
misty rose	0	0	0	0	1	0	0	0
moccasin	0	0	0	0	1	0	0	0
mode beige	0	0	0	0	1	0	0	0
moonstone blue	0	0	0	0	1	0	0	0
mordant red 19	0	0	0	0	1	0	0	0
moss green	0	0	0	0	1	0	0	0
mountain meadow	0	0	0	0	1	0	0	0
mountbatten pink	0	0	0	0	1	0	0	0
mulberry	0	0	0	0	1	0	0	0
munsell	0	0	0	0	1	0	0	0
mustard	0	0	0	0	1	0	0	0
myrtle	0	0	0	0	1	0	0	0
nadeshiko pink	0	0	0	0	1	0	0	0
napier green	0	0	0	0	1	0	0	0
naples yellow	0	0	0	0	1	0	0	0
navajo white	0	0	0	0	1	0	0	0
navy blue	0	0	0	0	1	0	0	0
neon carrot	0	0	0	0	1	0	0	0
neon fuchsia	0	0	0	0	1	0	0	0
neon green	0	0	0	0	1	0	0	0
non-photo blue	0	0	0	0	1	0	0	0
north Texas green	0	0	0	0	1	0	0	0
ocean boat blue	0	0	0	0	1	0	0	0
ochre	0	0	0	0	1	0	0	0
office green	0	0	0	0	1	0	0	0
old gold	0	0	0	0	1	0	0	0
old lace	0	0	0	0	1	0	0	0
old lavender	0	0	0	0	1	0	0	0
old mauve	0	0	0	0	1	0	0	0
old rose	0	0	0	0	1	0	0	0
olive	0	0	0	0	1	0	0	0
olive drab	0	0	0	0	1	0	0	0
olive green	0	0	0	0	1	0	0	0
olivine	0	0	0	0	1	0	0	0
onyx	0	0	0	0	1	0	0	0
opera mauve	0	0	0	0	1	0	0	0
orange	0	0	0	0	1	0	0	0
orange yellow	0	0	0	0	1	0	0	0
orange peel	0	0	0	0	1	0	0	0
orange red	0	0	0	0	1	0	0	0
orchid	0	0	0	0	1	0	0	0
otter brown	0	0	0	0	1	0	0	0
outer space	0	0	0	0	1	0	0	0
outrageous orange	0	0	0	0	1	0	0	0
oxford blue	0	0	0	0	1	0	0	0
pacific blue	0	0	0	0	1	0	0	0
pakistan green	0	0	0	0	1	0	0	0
palatinate blue	0	0	0	0	1	0	0	0
palatinate purple	0	0	0	0	1	0	0	0
pale aqua	0	0	0	0	1	0	0	0
pale blue	0	0	0	0	1	0	0	0
pale brown	0	0	0	0	1	0	0	0
pale carmine	0	0	0	0	1	0	0	0
pale cerulean	0	0	0	0	1	0	0	0
pale chestnut	0	0	0	0	1	0	0	0
pale copper	0	0	0	0	1	0	0	0
pale cornflower blue	0	0	0	0	1	0	0	0
pale gold	0	0	0	0	1	0	0	0
pale goldenrod	0	0	0	0	1	0	0	0
pale green	0	0	0	0	1	0	0	0
pale lavender	0	0	0	0	1	0	0	0
pale magenta	0	0	0	0	1	0	0	0
pale pink	0	0	0	0	1	0	0	0
pale plum	0	0	0	0	1	0	0	0
pale red violet	0	0	0	0	1	0	0	0
pale robin egg blue	0	0	0	0	1	0	0	0
pale silver	0	0	0	0	1	0	0	0
pale spring bud	0	0	0	0	1	0	0	0
pale taupe	0	0	0	0	1	0	0	0
pale violet red	0	0	0	0	1	0	0	0
pansy purple	0	0	0	0	1	0	0	0
papaya whip	0	0	0	0	1	0	0	0
paris green	0	0	0	0	1	0	0	0
pastel blue	0	0	0	0	1	0	0	0
pastel brown	0	0	0	0	1	0	0	0
pastel gray	0	0	0	0	1	0	0	0
pastel green	0	0	0	0	1	0	0	0
pastel magenta	0	0	0	0	1	0	0	0
pastel orange	0	0	0	0	1	0	0	0
pastel pink	0	0	0	0	1	0	0	0
pastel purple	0	0	0	0	1	0	0	0
pastel red	0	0	0	0	1	0	0	0
pastel violet	0	0	0	0	1	0	0	0
pastel yellow	0	0	0	0	1	0	0	0
patriarch	0	0	0	0	1	0	0	0
payne grey	0	0	0	0	1	0	0	0
peach	0	0	0	0	1	0	0	0
peach puff	0	0	0	0	1	0	0	0
peach yellow	0	0	0	0	1	0	0	0
pear	0	0	0	0	1	0	0	0
pearl	0	0	0	0	1	0	0	0
pearl aqua	0	0	0	0	1	0	0	0
peridot	0	0	0	0	1	0	0	0
periwinkle	0	0	0	0	1	0	0	0
persian blue	0	0	0	0	1	0	0	0
persian indigo	0	0	0	0	1	0	0	0
persian orange	0	0	0	0	1	0	0	0
persian pink	0	0	0	0	1	0	0	0
persian plum	0	0	0	0	1	0	0	0
persian red	0	0	0	0	1	0	0	0
persian rose	0	0	0	0	1	0	0	0
phlox	0	0	0	0	1	0	0	0
phthalo blue	0	0	0	0	1	0	0	0
phthalo green	0	0	0	0	1	0	0	0
piggy pink	0	0	0	0	1	0	0	0
pine green	0	0	0	0	1	0	0	0
pink	0	0	0	0	1	0	0	0
pink flamingo	0	0	0	0	1	0	0	0
pink sherbet	0	0	0	0	1	0	0	0
pink pearl	0	0	0	0	1	0	0	0
pistachio	0	0	0	0	1	0	0	0
platinum	0	0	0	0	1	0	0	0
plum	0	0	0	0	1	0	0	0
portland orange	0	0	0	0	1	0	0	0
powder blue	0	0	0	0	1	0	0	0
princeton orange	0	0	0	0	1	0	0	0
prussian blue	0	0	0	0	1	0	0	0
psychedelic purple	0	0	0	0	1	0	0	0
puce	0	0	0	0	1	0	0	0
pumpkin	0	0	0	0	1	0	0	0
purple	0	0	0	0	1	0	0	0
purple heart	0	0	0	0	1	0	0	0
purple mountain's majesty	0	0	0	0	1	0	0	0
purple mountain majesty	0	0	0	0	1	0	0	0
purple pizzazz	0	0	0	0	1	0	0	0
purple taupe	0	0	0	0	1	0	0	0
rackley	0	0	0	0	1	0	0	0
radical red	0	0	0	0	1	0	0	0
raspberry	0	0	0	0	1	0	0	0
raspberry glace	0	0	0	0	1	0	0	0
raspberry pink	0	0	0	0	1	0	0	0
raspberry rose	0	0	0	0	1	0	0	0
raw sienna	0	0	0	0	1	0	0	0
razzle dazzle rose	0	0	0	0	1	0	0	0
razzmatazz	0	0	0	0	1	0	0	0
red	0	0	0	0	1	0	0	0
red orange	0	0	0	0	1	0	0	0
red brown	0	0	0	0	1	0	0	0
red violet	0	0	0	0	1	0	0	0
rich black	0	0	0	0	1	0	0	0
rich carmine	0	0	0	0	1	0	0	0
rich electric blue	0	0	0	0	1	0	0	0
rich lilac	0	0	0	0	1	0	0	0
rich maroon	0	0	0	0	1	0	0	0
rifle green	0	0	0	0	1	0	0	0
robin's egg blue	0	0	0	0	1	0	0	0
rose	0	0	0	0	1	0	0	0
rose bonbon	0	0	0	0	1	0	0	0
rose ebony	0	0	0	0	1	0	0	0
rose gold	0	0	0	0	1	0	0	0
rose madder	0	0	0	0	1	0	0	0
rose pink	0	0	0	0	1	0	0	0
rose quartz	0	0	0	0	1	0	0	0
rose taupe	0	0	0	0	1	0	0	0
rose vale	0	0	0	0	1	0	0	0
rosewood	0	0	0	0	1	0	0	0
rosso corsa	0	0	0	0	1	0	0	0
rosy brown	0	0	0	0	1	0	0	0
royal azure	0	0	0	0	1	0	0	0
royal blue	0	0	0	0	1	0	0	0
royal fuchsia	0	0	0	0	1	0	0	0
royal purple	0	0	0	0	1	0	0	0
ruby	0	0	0	0	1	0	0	0
ruddy	0	0	0	0	1	0	0	0
ruddy brown	0	0	0	0	1	0	0	0
ruddy pink	0	0	0	0	1	0	0	0
rufous	0	0	0	0	1	0	0	0
russet	0	0	0	0	1	0	0	0
rust	0	0	0	0	1	0	0	0
sacramento state green	0	0	0	0	1	0	0	0
saddle brown	0	0	0	0	1	0	0	0
safety orange	0	0	0	0	1	0	0	0
saffron	0	0	0	0	1	0	0	0
saint patrick blue	0	0	0	0	1	0	0	0
salmon	0	0	0	0	1	0	0	0
salmon pink	0	0	0	0	1	0	0	0
sand	0	0	0	0	1	0	0	0
sand dune	0	0	0	0	1	0	0	0
sandstorm	0	0	0	0	1	0	0	0
sandy brown	0	0	0	0	1	0	0	0
sandy taupe	0	0	0	0	1	0	0	0
sap green	0	0	0	0	1	0	0	0
sapphire	0	0	0	0	1	0	0	0
satin sheen gold	0	0	0	0	1	0	0	0
scarlet	0	0	0	0	1	0	0	0
school bus yellow	0	0	0	0	1	0	0	0
screamin green	0	0	0	0	1	0	0	0
sea blue	0	0	0	0	1	0	0	0
sea green	0	0	0	0	1	0	0	0
seal brown	0	0	0	0	1	0	0	0
seashell	0	0	0	0	1	0	0	0
selective yellow	0	0	0	0	1	0	0	0
sepia	0	0	0	0	1	0	0	0
shadow	0	0	0	0	1	0	0	0
shamrock	0	0	0	0	1	0	0	0
shamrock green	0	0	0	0	1	0	0	0
shocking pink	0	0	0	0	1	0	0	0
sienna	0	0	0	0	1	0	0	0
silver	0	0	0	0	1	0	0	0
sinopia	0	0	0	0	1	0	0	0
skobeloff	0	0	0	0	1	0	0	0
sky blue	0	0	0	0	1	0	0	0
sky magenta	0	0	0	0	1	0	0	0
slate blue	0	0	0	0	1	0	0	0
slate gray	0	0	0	0	1	0	0	0
smalt	0	0	0	0	1	0	0	0
smokey topaz	0	0	0	0	1	0	0	0
smoky black	0	0	0	0	1	0	0	0
snow	0	1	0	0	1	0	0	0
spiro disco ball	0	0	0	0	1	0	0	0
spring bud	0	0	0	0	1	0	0	0
spring green	0	0	0	0	1	0	0	0
steel blue	0	0	0	0	1	0	0	0
stil de grain yellow	0	0	0	0	1	0	0	0
stizza	0	0	0	0	1	0	0	0
stormcloud	0	0	0	0	1	0	0	0
straw	0	0	0	0	1	0	0	0
sunglow	0	0	0	0	1	0	0	0
sunset	0	0	0	0	1	0	0	0
sunset orange	0	0	0	0	1	0	0	0
tan	0	0	0	0	1	0	0	0
tangelo	0	0	0	0	1	0	0	0
tangerine	0	0	0	0	1	0	0	0
tangerine yellow	0	0	0	0	1	0	0	0
taupe	0	0	0	0	1	0	0	0
taupe gray	0	0	0	0	1	0	0	0
tawny	0	0	0	0	1	0	0	0
tea green	0	0	0	0	1	0	0	0
tea rose	0	0	0	0	1	0	0	0
teal	0	0	0	0	1	0	0	0
teal blue	0	0	0	0	1	0	0	0
teal green	0	0	0	0	1	0	0	0
terra cotta	0	0	0	0	1	0	0	0
thistle	0	0	0	0	1	0	0	0
thulian pink	0	0	0	0	1	0	0	0
tickle me pink	0	0	0	0	1	0	0	0
tiffany blue	0	0	0	0	1	0	0	0
tiger eye	0	0	0	0	1	0	0	0
timberwolf	0	0	0	0	1	0	0	0
titanium yellow	0	0	0	0	1	0	0	0
tomato	0	0	0	0	1	0	0	0
toolbox	0	0	0	0	1	0	0	0
topaz	0	0	0	0	1	0	0	0
tractor red	0	0	0	0	1	0	0	0
trolley grey	0	0	0	0	1	0	0	0
tropical rain forest	0	0	0	0	1	0	0	0
true blue	0	0	0	0	1	0	0	0
tufts blue	0	0	0	0	1	0	0	0
tumbleweed	0	0	0	0	1	0	0	0
turkish rose	0	0	0	0	1	0	0	0
turquoise	0	0	0	0	1	0	0	0
turquoise blue	0	0	0	0	1	0	0	0
turquoise green	0	0	0	0	1	0	0	0
tuscan red	0	0	0	0	1	0	0	0
twilight lavender	0	0	0	0	1	0	0	0
tyrian purple	0	0	0	0	1	0	0	0
UA blue	0	0	0	0	1	0	0	0
UA red	0	0	0	0	1	0	0	0
UCLA blue	0	0	0	0	1	0	0	0
UCLA gold	0	0	0	0	1	0	0	0
UFO green	0	0	0	0	1	0	0	0
UP forest green	0	0	0	0	1	0	0	0
UP maroon	0	0	0	0	1	0	0	0
USC cardinal	0	0	0	0	1	0	0	0
USC gold	0	0	0	0	1	0	0	0
ube	0	0	0	0	1	0	0	0
ultra pink	0	0	0	0	1	0	0	0
ultramarine	0	0	0	0	1	0	0	0
ultramarine blue	0	0	0	0	1	0	0	0
umber	0	0	0	0	1	0	0	0
United Nations blue	0	0	0	0	1	0	0	0
University of California gold	0	0	0	0	1	0	0	0
unmellow yellow	0	0	0	0	1	0	0	0
upsdell red	0	0	0	0	1	0	0	0
urobilin	0	0	0	0	1	0	0	0
utah crimson	0	0	0	0	1	0	0	0
vanilla	0	0	0	0	1	0	0	0
Vegas gold	0	0	0	0	1	0	0	0
venetian red	0	0	0	0	1	0	0	0
verdigris	0	0	0	0	1	0	0	0
vermilion	0	0	0	0	1	0	0	0
veronica	0	0	0	0	1	0	0	0
violet	0	0	0	0	1	0	0	0
violet blue	0	0	0	0	1	0	0	0
violet red	0	0	0	0	1	0	0	0
viridian	0	0	0	0	1	0	0	0
vivid auburn	0	0	0	0	1	0	0	0
vivid burgundy	0	0	0	0	1	0	0	0
vivid cerise	0	0	0	0	1	0	0	0
vivid tangerine	0	0	0	0	1	0	0	0
vivid violet	0	0	0	0	1	0	0	0
warm black	0	0	0	0	1	0	0	0
waterspout	0	0	0	0	1	0	0	0
wenge	0	0	0	0	1	0	0	0
wheat	0	0	0	0	1	0	0	0
white	0	0	0	0	1	0	0	0
white smoke	0	0	0	0	1	0	0	0
wild strawberry	0	0	0	0	1	0	0	0
wild watermelon	0	0	0	0	1	0	0	0
wild blue yonder	0	0	0	0	1	0	0	0
wine	0	0	0	0	1	0	0	0
wisteria	0	0	0	0	1	0	0	0
xanadu	0	0	0	0	1	0	0	0
yale blue	0	0	0	0	1	0	0	0
yellow	0	0	0	0	1	0	0	0
yellow orange	0	0	0	0	1	0	0	0
yellow green	0	0	0	0	1	0	0	0
zaffre	0	0	0	0	1	0	0	0
zinnwaldite brown	0	0	0	0	1	0	0	0
art nouveau	0	0	1	0	0	0	0	0
Art Deco	0	0	1	0	0	0	0	0
arts and crafts	0	0	1	0	0	0	0	0
american kitsch	0	0	1	0	0	0	0	0
contemporary	0	0	1	0	0	0	0	0
digital	0	0	1	0	0	0	0	0
grunge	0	0	1	0	0	0	0	0
early modern	0	0	1	0	0	0	0	0
late modern	0	0	1	0	0	0	0	0
post-modern	0	0	1	0	0	0	0	0
post-post-modern	0	0	1	0	0	0	0	0
psychedelic	0	0	1	0	0	0	0	0
Swiss design	0	0	1	0	0	0	0	0
international design	0	0	1	0	0	0	0	0
Victorian	0	0	1	0	0	0	0	0
Bauhaus	0	0	1	0	0	0	0	0
Biedermeier	0	0	1	0	0	0	0	0
classicist	0	0	1	0	0	0	0	0
cubist	0	0	1	0	0	0	0	0
expressionist	0	0	1	0	0	0	0	0
gothic	0	0	1	0	0	0	0	0
impressionist	0	0	1	0	0	0	0	0
seapunk	0	0	1	0	0	0	0	0
vaporwave	0	0	1	0	0	0	0	0
glitch	0	0	1	0	0	0	0	0
mannerist	0	0	1	0	0	0	0	0
minimalist	0	0	1	0	0	0	0	0
neo-Baroque	0	0	1	0	0	0	0	0
neo-romanticist	0	0	1	0	0	0	0	0
orphic	0	0	1	0	0	0	0	0
New Wave	0	0	1	0	0	0	0	0
photographic	0	0	1	0	0	0	0	0
photorealistic	0	0	1	0	0	0	0	0
surrealist	0	0	1	0	0	0	0	0
comic	0	0	1	0	0	0	0	0
comics-inspired	0	0	1	0	0	0	0	0
pop art	0	0	1	0	0	0	0	0
hypermodernist	0	0	1	0	0	0	0	0
dadaist	0	0	1	0	0	0	0	0
Fauvist	0	0	1	0	0	0	0	0
DIY	0	0	1	0	0	0	0	0
messy	0	0	1	0	0	0	0	0
photocopied	0	0	1	0	0	0	0	0
etched	0	0	1	0	0	0	0	0
woodcut	0	0	1	0	0	0	0	0
Superflat	0	0	1	0	0	0	0	0
collage	0	0	1	0	0	0	0	0
funky	0	0	1	0	0	0	0	0
futurist	0	0	1	0	0	0	0	0
punk	0	0	1	0	0	0	0	0
Soviet	0	0	1	0	0	0	0	0
propaganda	0	0	1	0	0	0	0	0
outsider art	0	0	1	0	0	0	0	0
abstract	0	0	1	0	0	0	0	0
Fluxus	0	0	1	0	0	0	0	0
geometric	0	0	1	0	0	0	0	0
maximalist	0	0	1	0	0	0	0	0
neo-primitivist	0	0	1	0	0	0	0	0
rococo	0	0	1	0	0	0	0	0
gilded	0	0	1	0	0	0	0	0
vorticist	0	0	1	0	0	0	0	0
Stuckist	0	0	1	0	0	0	0	0
disco	0	0	1	0	0	0	0	0
junk art	0	0	1	0	0	0	0	0
painterly	0	0	1	0	0	0	0	0
typography-heavy	0	0	1	0	0	0	0	0
super-geometric	0	0	1	0	0	0	0	0
technical	0	0	1	0	0	0	0	0
simple	0	0	1	0	0	0	0	0
retro	0	0	1	0	0	0	0	0
modernist	0	0	1	0	0	0	0	0
De Stijl	0	0	1	0	0	0	0	0
Suprematism	0	0	1	0	0	0	0	0
corporate	0	0	1	0	0	0	0	0
brutalist	0	0	1	0	0	0	0	0
nostalgic	0	0	1	0	0	0	0	0
kinetic	0	0	1	0	0	0	0	0
equestrian	0	0	1	0	0	0	0	0
funerary	0	0	1	0	0	0	0	0
assemblage	0	0	1	0	0	0	0	0
luminescent	0	0	1	0	0	0	0	0
imposing	0	0	1	0	0	0	0	0
tondo	0	0	1	0	0	0	0	0
memorial	0	0	1	0	0	0	0	0
dualistic	0	0	1	0	0	0	0	0
fascist	0	0	1	0	0	0	0	0
futurist	0	0	1	0	0	0	0	0
separatist	0	0	1	0	0	0	0	0
neoconservative	0	0	1	0	0	0	0	0
neoliberal	0	0	1	0	0	0	0	0
capitalist	0	0	1	0	0	0	0	0
Anti-capitalist	0	0	1	0	0	0	0	0
rebellious	0	0	1	0	0	0	0	0
libertarian	0	0	1	0	0	0	0	0
environmentalist	0	0	1	0	0	0	0	0
secular	0	0	1	0	0	0	0	0
democratic	0	0	1	0	0	0	0	0
Communist	0	0	1	0	0	0	0	0
feminist	0	0	1	0	0	0	0	0
ecofeminist	0	0	1	0	0	0	0	0
post-human	0	0	1	0	0	0	0	0
post-post-human	0	0	1	0	0	0	0	0
transhuman	0	0	1	0	0	0	0	0
Hippie	0	0	1	0	0	0	0	0
student-centric	0	0	1	0	0	0	0	0
scholarly	0	0	1	0	0	0	0	0
monastic	0	0	1	0	0	0	0	0
hedonistic	0	0	1	0	0	0	0	0
epicurean	0	0	1	0	0	0	0	0
Catholicpunk	0	0	1	0	0	0	0	0
Dentalpunk	0	0	1	0	0	0	0	0
Dairypunk	0	0	1	0	0	0	0	0
honeycombed	0	0	1	0	0	0	0	0
late capitalist	0	0	1	0	0	0	0	0
post-structuralist	0	0	1	0	0	0	0	0
acrid	0	0	0	0	0	1	0	0
damp	0	0	0	0	0	1	0	0
delicious	0	0	0	0	0	1	0	0
earthy	0	0	0	0	0	1	0	0
flowery	0	0	0	0	0	1	0	0
fresh	0	0	0	0	0	1	0	0
like a can of tennis balls	0	0	0	0	0	1	0	0
like alcohol	0	0	0	0	0	1	0	0
like babies	0	0	0	0	0	1	0	0
like bleach	0	0	0	0	0	1	0	0
like dead leaves	0	0	0	0	0	1	0	0
like grass	0	0	0	0	0	1	0	0
like gunpowder	0	0	0	0	0	1	0	0
like oil	0	0	0	0	0	1	0	0
like ozone	0	0	0	0	0	1	0	0
like paint	0	0	0	0	0	1	0	0
like paper	0	0	0	0	0	1	0	0
like peppermint	0	0	0	0	0	1	0	0
like petrichor	0	0	0	0	0	1	0	0
like rubber	0	0	0	0	0	1	0	0
like sawdust	0	0	0	0	0	1	0	0
like tobacco	0	0	0	0	0	1	0	0
medicinal	0	0	0	0	0	1	0	0
metallic	0	0	0	0	0	1	0	0
musky	0	0	0	0	0	1	0	0
musty	0	0	0	0	0	1	0	0
like old books	0	0	0	0	0	1	0	0
perfumed	0	0	0	0	0	1	0	0
putrid	0	0	0	0	0	1	0	0
rancid	0	0	0	0	0	1	0	0
resinous	0	0	0	0	0	1	0	0
salty	0	0	0	0	0	1	0	0
smoky	0	0	0	0	0	1	0	0
sour	0	0	0	0	0	1	0	0
stale	0	0	0	0	0	1	0	0
stuffy	0	0	0	0	0	1	0	0
sweaty	0	0	0	0	0	1	0	0
tangy	0	0	0	0	0	1	0	0
woodsy	0	0	0	0	0	1	0	0
yeasty	0	0	0	0	0	1	0	0
the American Southwest	0	0	0	0	0	0	1	0
the Pacific Northwest	0	0	0	0	0	0	1	0
the Rust Belt	0	0	0	0	0	0	1	0
the Bible Belt	0	0	0	0	0	0	1	0
the American South	0	0	0	0	0	0	1	0
New England	0	0	0	0	0	0	1	0
the American Midwest	0	0	0	0	0	0	1	0
the American Mid-Atlantic	0	0	0	0	0	0	1	0
Alabama	0	0	0	0	0	0	1	0
Alaska	0	0	0	0	0	0	1	0
Arizona	0	0	0	0	0	0	1	0
Arkansas	0	0	0	0	0	0	1	0
California	0	0	0	0	0	0	1	0
Colorado	0	0	0	0	0	0	1	0
Connecticut	0	0	0	0	0	0	1	0
Delaware	0	0	0	0	0	0	1	0
Florida	0	0	0	0	0	0	1	0
Georgia	0	0	0	0	0	0	1	0
Hawaii	0	0	0	0	0	0	1	0
Idaho	0	0	0	0	0	0	1	0
Illinois	0	0	0	0	0	0	1	0
Indiana	0	0	0	0	0	0	1	0
Iowa	0	0	0	0	0	0	1	0
Kansas	0	0	0	0	0	0	1	0
Kentucky	0	0	0	0	0	0	1	0
Louisiana	0	0	0	0	0	0	1	0
Maine	0	0	0	0	0	0	1	0
Maryland	0	0	0	0	0	0	1	0
Massachusetts	0	0	0	0	0	0	1	0
Michigan	0	0	0	0	0	0	1	0
Minnesota	0	0	0	0	0	0	1	0
Mississippi	0	0	0	0	0	0	1	0
Missouri	0	0	0	0	0	0	1	0
Montana	0	0	0	0	0	0	1	0
Nebraska	0	0	0	0	0	0	1	0
Nevada	0	0	0	0	0	0	1	0
New Hampshire	0	0	0	0	0	0	1	0
New Jersey	0	0	0	0	0	0	1	0
New Mexico	0	0	0	0	0	0	1	0
New York	0	0	0	0	0	0	1	0
North Carolina	0	0	0	0	0	0	1	0
North Dakota	0	0	0	0	0	0	1	0
Ohio	0	0	0	0	0	0	1	0
Oklahoma	0	0	0	0	0	0	1	0
Oregon	0	0	0	0	0	0	1	0
Pennsylvania	0	0	0	0	0	0	1	0
Rhode Island	0	0	0	0	0	0	1	0
South Carolina	0	0	0	0	0	0	1	0
South Dakota	0	0	0	0	0	0	1	0
Tennessee	0	0	0	0	0	0	1	0
Texas	0	0	0	0	0	0	1	0
Utah	0	0	0	0	0	0	1	0
Vermont	0	0	0	0	0	0	1	0
Virginia	0	0	0	0	0	0	1	0
Washington	0	0	0	0	0	0	1	0
West Virginia	0	0	0	0	0	0	1	0
Wisconsin	0	0	0	0	0	0	1	0
Wyoming	0	0	0	0	0	0	1	0
Shanghai	0	0	0	0	0	0	1	0
Karachi	0	0	0	0	0	0	1	0
Beijing	0	0	0	0	0	0	1	0
São Paulo	0	0	0	0	0	0	1	0
Delhi	0	0	0	0	0	0	1	0
Lagos	0	0	0	0	0	0	1	0
Instanbul	0	0	0	0	0	0	1	0
Tokyo	0	0	0	0	0	0	1	0
Mumbai	0	0	0	0	0	0	1	0
Moscow	0	0	0	0	0	0	1	0
Guangzhou	0	0	0	0	0	0	1	0
Shenzhen	0	0	0	0	0	0	1	0
Suzhou	0	0	0	0	0	0	1	0
Kinshasa	0	0	0	0	0	0	1	0
Cairo	0	0	0	0	0	0	1	0
Jakarta	0	0	0	0	0	0	1	0
Lahore	0	0	0	0	0	0	1	0
Seoul	0	0	0	0	0	0	1	0
Mexico City	0	0	0	0	0	0	1	0
London	0	0	0	0	0	0	1	0
Lima	0	0	0	0	0	0	1	0
New York City	0	0	0	0	0	0	1	0
Bengaluru	0	0	0	0	0	0	1	0
Bangkok	0	0	0	0	0	0	1	0
Dongguan	0	0	0	0	0	0	1	0
Chongquing	0	0	0	0	0	0	1	0
Nanjing	0	0	0	0	0	0	1	0
Tehran	0	0	0	0	0	0	1	0
Shenyang	0	0	0	0	0	0	1	0
Bogotá	0	0	0	0	0	0	1	0
Ho Chi Minh City	0	0	0	0	0	0	1	0
Hong Kong	0	0	0	0	0	0	1	0
Baghdad	0	0	0	0	0	0	1	0
Chennai	0	0	0	0	0	0	1	0
Changsha	0	0	0	0	0	0	1	0
Dhaka	0	0	0	0	0	0	1	0
Singapore	0	0	0	0	0	0	1	0
Los Angeles	0	0	0	0	0	0	1	0
Kabul	0	0	0	0	0	0	1	0
Madrid	0	0	0	0	0	0	1	0
Paris	0	0	0	0	0	0	1	0
Casablanca	0	0	0	0	0	0	1	0
Osaka	0	0	0	0	0	0	1	0
Chicago	0	0	0	0	0	0	1	0
Houston	0	0	0	0	0	0	1	0
Philadelphia	0	0	0	0	0	0	1	0
Manila	0	0	0	0	0	0	1	0
Taipei	0	0	0	0	0	0	1	0
Central Europe	0	0	0	0	0	0	1	0
Eastern Europe	0	0	0	0	0	0	1	0
Scandinavia	0	0	0	0	0	0	1	0
Southern Europe	0	0	0	0	0	0	1	0
France	0	0	0	0	0	0	1	0
Germany	0	0	0	0	0	0	1	0
the UK	0	0	0	0	0	0	1	0
Italy	0	0	0	0	0	0	1	0
Iceland	0	0	0	0	0	0	1	0
Ireland	0	0	0	0	0	0	1	0
Switzerland	0	0	0	0	0	0	1	0
the Swiss Alps	0	0	0	0	0	0	1	0
Greece	0	0	0	0	0	0	1	0
Croatia	0	0	0	0	0	0	1	0
Austria	0	0	0	0	0	0	1	0
Poland	0	0	0	0	0	0	1	0
Ukraine	0	0	0	0	0	0	1	0
Belgium	0	0	0	0	0	0	1	0
Malta	0	0	0	0	0	0	1	0
Czechia	0	0	0	0	0	0	1	0
Sweden	0	0	0	0	0	0	1	0
Norway	0	0	0	0	0	0	1	0
Denmark	0	0	0	0	0	0	1	0
Cyprus	0	0	0	0	0	0	1	0
Bulgaria	0	0	0	0	0	0	1	0
Hungary	0	0	0	0	0	0	1	0
Albania	0	0	0	0	0	0	1	0
Romania	0	0	0	0	0	0	1	0
Monaco	0	0	0	0	0	0	1	0
Finland	0	0	0	0	0	0	1	0
Slovenia	0	0	0	0	0	0	1	0
Brazil	0	0	0	0	0	0	1	0
Venezuela	0	0	0	0	0	0	1	0
Argentina	0	0	0	0	0	0	1	0
Peru	0	0	0	0	0	0	1	0
Chile	0	0	0	0	0	0	1	0
